Mesocosm,Dosing,Biocide,Temperature,Treatment,Organism
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_cochlearis
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Ostracods
C8,Legacy,Urban & Rural,4,4UR,Ostracods
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_cochlearis
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Ostracods
C8,Legacy,Urban & Rural,4,4UR,Ostracods
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Asplanchna
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Asplanchna
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Ostracods
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Ostracods
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Ostracods
C8,Legacy,Urban & Rural,4,4UR,Naupli
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C8,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
C9,Post,Urban,0,U,Copepods
C9,Post,Urban,0,U,Copepods
C9,Post,Urban,0,U,Asplanchna
C9,Post,Urban,0,U,Asplanchna
C9,Post,Urban,0,U,Asplanchna
C9,Post,Urban,0,U,Asplanchna
C9,Pre,Urban,0,U,Copepods
C9,Pre,Urban,0,U,Copepods
C9,Pre,Urban,0,U,Copepods
C9,Pre,Urban,0,U,Copepods
C9,Pre,Urban,0,U,Copepods
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Keratella_quadrata
C9,Pre,Urban,0,U,Keratella_quadrata
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Pre,Urban,0,U,Naupli
C9,Post,Urban,0,U,Asplanchna
C9,Post,Urban,0,U,Naupli
C9,Post,Urban,0,U,Asplanchna
C9,Post,Urban,0,U,Naupli
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Naupli
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Naupli
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Naupli
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Naupli
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Naupli
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Naupli
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Keratella_quadrata
C9,Post,Urban,0,U,Naupli
C9,Post,Urban,0,U,Naupli
C9,Post,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Copepods
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Asplanchna
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Cloeon
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Asplanchna
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Naupli
C9,Legacy,Urban,0,U,Cloeon
C9,Legacy,Urban,0,U,Cloeon
C9,Legacy,Urban,0,U,Copepods
D1,Post,Rural,0,R,Ostracods
D1,Post,Rural,0,R,Copepods
D1,Post,Rural,0,R,Copepods
D1,Post,Rural,0,R,Copepods
D1,Post,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Asplanchna
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Naupli
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Naupli
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Naupli
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Pre,Rural,0,R,Keratella_quadrata
D1,Post,Rural,0,R,Keratella_quadrata
D1,Post,Rural,0,R,Keratella_quadrata
D1,Post,Rural,0,R,Naupli
D1,Post,Rural,0,R,Keratella_quadrata
D1,Post,Rural,0,R,Naupli
D1,Legacy,Rural,0,R,Anomopoda
D1,Legacy,Rural,0,R,Anomopoda
D1,Legacy,Rural,0,R,Ostracods
D1,Legacy,Rural,0,R,Naupli
D1,Legacy,Rural,0,R,Naupli
D1,Legacy,Rural,0,R,Ostracods
D1,Legacy,Rural,0,R,Ostracods
D1,Legacy,Rural,0,R,Anomopoda
D11,Pre,Urban & Rural,4,4UR,Copepods
D11,Pre,Urban & Rural,4,4UR,Copepods
D11,Pre,Urban & Rural,4,4UR,Copepods
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Copepods
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Naupli
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Asplanchna
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
D11,Pre,Urban & Rural,4,4UR,Keratella_quadrata
