Mesocosm,Season,Year,Treatment,Organism
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
A9,Spring,2025,2,Keratella_cochlearis
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Keratella_quadrata
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Asplanchna
B1,Spring,2019,1,Copepods
B1,Spring,2019,1,Copepods
B1,Spring,2019,1,Copepods
B1,Spring,2019,1,Copepods
B1,Spring,2019,1,Daphnia.
B1,Spring,2019,1,Copepods
B1,Spring,2019,1,Daphnia.
B1,Spring,2019,1,Copepods
B1,Spring,2019,1,Daphnia.
B1,Spring,2019,1,Copepods
B1,Autumn,2019,1,Copepods
B1,Autumn,2019,1,Copepods
B1,Autumn,2019,1,Copepods
B1,Autumn,2019,1,Copepods
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
B1,Autumn,2019,1,Keratella_quadrata
